prev,curr,type,freq,id
Soup,Chè,link,68,Soup:Chè
other,Flexible_Mechanisms,external,79,other:Flexible_Mechanisms
other,Flexible_Mechanisms,external,100,other:Flexible_Mechanisms
other,Flexible_Mechanisms,external,12,other:Flexible_Mechanisms
Aquamarine_(gem),Aquamarine_(color),link,25,Aquamarine_(gem):Aquamarine_(color)
Ubisoft_Singapore,Assassin's_Creed_IV:_Black_Flag,link,11,Ubisoft_Singapore:Assassin's_Creed_IV:_Black_Flag
List_of_urban_areas_in_Denmark_by_population,List_of_urban_areas_in_the_Nordic_countries,link,27,List_of_urban_areas_in_Denmark_by_population:List_of_urban_areas_in_the_Nordic_countries
List_of_The_Walking_Dead_(TV_series)_characters,What_It_Always_Is,link,14,List_of_The_Walking_Dead_(TV_series)_characters:What_It_Always_Is
Assassin's_Creed,World_War_I,link,151,Assassin's_Creed:World_War_I
Cybernetics,Cybernetics_and_Human_Knowing,link,15,Cybernetics:Cybernetics_and_Human_Knowing
Brandon_deWilde,List_of_oldest_and_youngest_Academy_Award_winners_and_nominees,link,20,Brandon_deWilde:List_of_oldest_and_youngest_Academy_Award_winners_and_nominees
Gerhart_Eisler,Ruth_Fischer,link,24,Gerhart_Eisler:Ruth_Fischer
2021–22_EFL_Championship,Wycombe_Wanderers_F.C.,link,20,2021–22_EFL_Championship:Wycombe_Wanderers_F.C.
Sly_Dunbar,Right_Time,link,10,Sly_Dunbar:Right_Time
Last_European_veterans_by_war,Kenneth_Mayhew,link,32,Last_European_veterans_by_war:Kenneth_Mayhew
ORF3a,Viroporin,link,15,ORF3a:Viroporin
Canthus,Telecanthus,link,29,Canthus:Telecanthus
Spy_film,The_Lady_Vanishes,link,20,Spy_film:The_Lady_Vanishes
List_of_popes,March–April_1605_papal_conclave,link,14,List_of_popes:March–April_1605_papal_conclave
other,Salaf,external,23,other:Salaf
other,Salaf,external,1150,other:Salaf
other,Salaf,external,38,other:Salaf
other,Salaf,external,368,other:Salaf
other,Executive_Council_of_Australian_Jewry,external,11,other:Executive_Council_of_Australian_Jewry
other,Executive_Council_of_Australian_Jewry,external,21,other:Executive_Council_of_Australian_Jewry
Nuraghe,Giants'_grave,link,49,Nuraghe:Giants'_grave
DeVry_University,Devry_(disambiguation),link,21,DeVry_University:Devry_(disambiguation)
other,Balancer_chromosome,external,664,other:Balancer_chromosome
other,Balancer_chromosome,external,13,other:Balancer_chromosome
other,Balancer_chromosome,external,93,other:Balancer_chromosome
Brihanmumbai_Electric_Supply_and_Transport,Water_transport_in_Mumbai,link,15,Brihanmumbai_Electric_Supply_and_Transport:Water_transport_in_Mumbai
other,Osterley_Park,external,669,other:Osterley_Park
other,Osterley_Park,external,60,other:Osterley_Park
other,Osterley_Park,external,22,other:Osterley_Park
other,Osterley_Park,external,191,other:Osterley_Park
other,Negative_definiteness,external,31,other:Negative_definiteness
other,Negative_definiteness,external,319,other:Negative_definiteness
other,New_Monasticism,external,307,other:New_Monasticism
other,New_Monasticism,external,14,other:New_Monasticism
other,New_Monasticism,external,74,other:New_Monasticism
other,New_Monasticism,external,702,other:New_Monasticism
McChord_Field,Boeing_C-17_Globemaster_III,link,31,McChord_Field:Boeing_C-17_Globemaster_III
List_of_Bounce_TV_affiliates,WBRC,link,17,List_of_Bounce_TV_affiliates:WBRC
Ukon_Wacka,Manala_(album),link,42,Ukon_Wacka:Manala_(album)
other,Demurrer,external,298,other:Demurrer
other,Demurrer,external,26,other:Demurrer
other,Demurrer,external,58,other:Demurrer
other,Demurrer,external,611,other:Demurrer
List_of_Bundesliga_broadcasters,Sky_Sport_(Germany),link,78,List_of_Bundesliga_broadcasters:Sky_Sport_(Germany)
Indian_South_Africans,India,link,46,Indian_South_Africans:India
other,Physiology_&_Behavior,external,34,other:Physiology_&_Behavior
other,Physiology_&_Behavior,external,10,other:Physiology_&_Behavior
other,Physiology_&_Behavior,external,50,other:Physiology_&_Behavior
other,Virginia_State_Route_666,external,170,other:Virginia_State_Route_666
other,Virginia_State_Route_666,external,100,other:Virginia_State_Route_666
Arabian_Prince,Straight_Outta_Compton,link,240,Arabian_Prince:Straight_Outta_Compton
List_of_Lost_characters,Sonya_Walger,link,121,List_of_Lost_characters:Sonya_Walger
other,Paul_Waring,external,21,other:Paul_Waring
other,Paul_Waring,external,49,other:Paul_Waring
Main_Page,Bunco,other,38,Main_Page:Bunco
other,Annan_(kata),external,177,other:Annan_(kata)
other,Annan_(kata),external,41,other:Annan_(kata)
Melun_Diptych,Melun,link,18,Melun_Diptych:Melun
other,Steve_Popovich,external,46,other:Steve_Popovich
other,Steve_Popovich,external,71,other:Steve_Popovich
Maltese_Challenge_League,Football_in_Malta,link,14,Maltese_Challenge_League:Football_in_Malta
other,Shentu_(deity),external,69,other:Shentu_(deity)
other,Shentu_(deity),external,26,other:Shentu_(deity)
2016_in_video_games,Battleborn_(video_game),link,20,2016_in_video_games:Battleborn_(video_game)
other,National_Sheep_Association,external,18,other:National_Sheep_Association
other,National_Sheep_Association,external,14,other:National_Sheep_Association
Clive_Merrison,Tenby,link,10,Clive_Merrison:Tenby
Jesus_and_Mary_College,Neha_Dhupia,link,39,Jesus_and_Mary_College:Neha_Dhupia
Saints_&_Sinners_(2016_TV_series),Gregory_Alan_Williams,link,24,Saints_&_Sinners_(2016_TV_series):Gregory_Alan_Williams
Sister_republic,Pescara,link,76,Sister_republic:Pescara
Pipe_bomb,Pipe_(fluid_conveyance),link,79,Pipe_bomb:Pipe_(fluid_conveyance)
List_of_diplomatic_missions_in_the_United_States,Canada,link,12,List_of_diplomatic_missions_in_the_United_States:Canada
Mike_Sherman,Darrell_Bevell,link,61,Mike_Sherman:Darrell_Bevell
List_of_Star_Wars_films,Star_Wars:_The_Clone_Wars_(2008_TV_series),link,192,List_of_Star_Wars_films:Star_Wars:_The_Clone_Wars_(2008_TV_series)
other,Flora_of_Lebanon,external,20,other:Flora_of_Lebanon
other,Flora_of_Lebanon,external,66,other:Flora_of_Lebanon
other,Flora_of_Lebanon,external,229,other:Flora_of_Lebanon
other,"Melton_South,_Victoria",external,74,"other:Melton_South,_Victoria"
other,"Melton_South,_Victoria",external,107,"other:Melton_South,_Victoria"
Navajo_language,Deixis,link,10,Navajo_language:Deixis
Copa_Argentina,Talleres_de_Córdoba,link,36,Copa_Argentina:Talleres_de_Córdoba
other,Third_Anglo-Burmese_War,external,41,other:Third_Anglo-Burmese_War
other,Third_Anglo-Burmese_War,external,371,other:Third_Anglo-Burmese_War
other,Third_Anglo-Burmese_War,external,580,other:Third_Anglo-Burmese_War
Princesses_of_Montenegro,Montenegro,link,36,Princesses_of_Montenegro:Montenegro
Andy_Dick,Old_School_(film),link,54,Andy_Dick:Old_School_(film)
Christianity_in_the_Middle_East,Egypt,link,187,Christianity_in_the_Middle_East:Egypt
Michele_Fitzgerald,Survivor:_Kaôh_Rōng,link,643,Michele_Fitzgerald:Survivor:_Kaôh_Rōng
2004–05_NCAA_football_bowl_games,2005_Rose_Bowl,link,10,2004–05_NCAA_football_bowl_games:2005_Rose_Bowl
other,I_Put_a_Spell_on_You_(album),external,255,other:I_Put_a_Spell_on_You_(album)
other,I_Put_a_Spell_on_You_(album),external,72,other:I_Put_a_Spell_on_You_(album)
other,I_Put_a_Spell_on_You_(album),external,688,other:I_Put_a_Spell_on_You_(album)
List_of_murdered_American_children,Santa_Fe_High_School_shooting,link,237,List_of_murdered_American_children:Santa_Fe_High_School_shooting
Hannah_Yeoh,Lee_Hwa_Beng,link,41,Hannah_Yeoh:Lee_Hwa_Beng
other,Wayne_Gretzky_International_Award,external,228,other:Wayne_Gretzky_International_Award
other,Wayne_Gretzky_International_Award,external,32,other:Wayne_Gretzky_International_Award
other,Wayne_Gretzky_International_Award,external,28,other:Wayne_Gretzky_International_Award
Cornwall_Capital,The_Big_Short,link,192,Cornwall_Capital:The_Big_Short
Great_Northern_Railway_(U.S.),Stone_Arch_Bridge_(Minneapolis),link,12,Great_Northern_Railway_(U.S.):Stone_Arch_Bridge_(Minneapolis)
other,Longtaitou_Festival,external,17,other:Longtaitou_Festival
other,Longtaitou_Festival,external,266,other:Longtaitou_Festival
other,Longtaitou_Festival,external,42,other:Longtaitou_Festival
Government_in_exile,State_Administration_Council,link,25,Government_in_exile:State_Administration_Council
Charlton_Heston,Cats_&_Dogs,link,30,Charlton_Heston:Cats_&_Dogs
Belarusian_alphabet,Belarusian_orthography_reform_of_1933,link,43,Belarusian_alphabet:Belarusian_orthography_reform_of_1933
"Shiny_and_Oh_So_Bright,_Vol._1_/_LP:_No_Past._No_Future._No_Sun.",Adore_(album),link,24,"Shiny_and_Oh_So_Bright,_Vol._1_/_LP:_No_Past._No_Future._No_Sun.:Adore_(album)"
Water_supply_and_sanitation_in_Ethiopia,Water_supply_and_sanitation_in_sub-Saharan_Africa,link,11,Water_supply_and_sanitation_in_Ethiopia:Water_supply_and_sanitation_in_sub-Saharan_Africa
List_of_English_rugby_union_teams,Nottingham_R.F.C.,link,27,List_of_English_rugby_union_teams:Nottingham_R.F.C.
List_of_Hallmark_Channel_Original_Movies,Luke_Perry,link,12,List_of_Hallmark_Channel_Original_Movies:Luke_Perry
other,Gebru_Desta,external,13,other:Gebru_Desta
other,Gebru_Desta,external,11,other:Gebru_Desta
List_of_justices_of_the_Supreme_Court_of_the_United_States,Samuel_Nelson,link,50,List_of_justices_of_the_Supreme_Court_of_the_United_States:Samuel_Nelson
Roger_Staubach,1977_Denver_Broncos_season,link,20,Roger_Staubach:1977_Denver_Broncos_season
other,Concasse,external,484,other:Concasse
other,Concasse,external,13,other:Concasse
other,Concasse,external,16,other:Concasse
other,Concasse,external,451,other:Concasse
False_friend,False_etymology,link,34,False_friend:False_etymology
Richard_Dawkins,Meme,link,2190,Richard_Dawkins:Meme
Joshua_Bolten,Kenneth_Duberstein,link,10,Joshua_Bolten:Kenneth_Duberstein
other,The_Facetious_Nights_of_Straparola,external,27,other:The_Facetious_Nights_of_Straparola
other,The_Facetious_Nights_of_Straparola,external,159,other:The_Facetious_Nights_of_Straparola
other,The_Facetious_Nights_of_Straparola,external,124,other:The_Facetious_Nights_of_Straparola
Moses_Magogo_Hassim,Federation_of_Uganda_Football_Associations,link,10,Moses_Magogo_Hassim:Federation_of_Uganda_Football_Associations
CollegeHumor,Alice_Wetterlund,link,10,CollegeHumor:Alice_Wetterlund
Nord_Aviation,SS.10,link,12,Nord_Aviation:SS.10
Vaswani,Suresh_Vaswani,link,10,Vaswani:Suresh_Vaswani
Baikal_seal,Siberia,link,16,Baikal_seal:Siberia
Hogwarts_staff,Hogwarts_Legacy,link,40,Hogwarts_staff:Hogwarts_Legacy
Stone_Cold_Steve_Austin,St._Valentine's_Day_Massacre:_In_Your_House,link,21,Stone_Cold_Steve_Austin:St._Valentine's_Day_Massacre:_In_Your_House
Gunfighters_(film),Randolph_Scott,link,23,Gunfighters_(film):Randolph_Scott
Cenote,Cuba,link,14,Cenote:Cuba
other,Kenric_Green,external,221,other:Kenric_Green
other,Kenric_Green,external,12,other:Kenric_Green
other,Kenric_Green,external,561,other:Kenric_Green
Doric_Hexapolis,Knidos,link,26,Doric_Hexapolis:Knidos
2023_Florida_Gators_football_team,Rob_Sale,link,12,2023_Florida_Gators_football_team:Rob_Sale
other,Electoral_history_of_Theodore_Roosevelt,external,85,other:Electoral_history_of_Theodore_Roosevelt
other,Electoral_history_of_Theodore_Roosevelt,external,27,other:Electoral_history_of_Theodore_Roosevelt
Isometric_projection,Engineering_drawing,link,54,Isometric_projection:Engineering_drawing
other,2018_Moscow–Constantinople_schism,external,231,other:2018_Moscow–Constantinople_schism
other,2018_Moscow–Constantinople_schism,external,1072,other:2018_Moscow–Constantinople_schism
other,2018_Moscow–Constantinople_schism,external,109,other:2018_Moscow–Constantinople_schism
other,2018_Moscow–Constantinople_schism,external,1817,other:2018_Moscow–Constantinople_schism
other,Cobrapost,external,165,other:Cobrapost
other,Cobrapost,external,259,other:Cobrapost
History_of_Jordan,Mamluk_Sultanate,link,14,History_of_Jordan:Mamluk_Sultanate
other,Trevor_Keogh,external,14,other:Trevor_Keogh
other,Trevor_Keogh,external,33,other:Trevor_Keogh
Sid_Luckman,Marshall_Goldberg,link,61,Sid_Luckman:Marshall_Goldberg
other,Greg_Jones,external,19,other:Greg_Jones
other,Greg_Jones,external,12,other:Greg_Jones
other,Temple_of_Claudius,external,70,other:Temple_of_Claudius
other,Temple_of_Claudius,external,21,other:Temple_of_Claudius
other,Temple_of_Claudius,external,181,other:Temple_of_Claudius
Texas_Battle,The_Task_(film),link,22,Texas_Battle:The_Task_(film)
other,List_of_steam_car_makers,external,24,other:List_of_steam_car_makers
other,List_of_steam_car_makers,external,104,other:List_of_steam_car_makers
other,List_of_steam_car_makers,external,11,other:List_of_steam_car_makers
other,List_of_steam_car_makers,external,262,other:List_of_steam_car_makers
The_Boys_(comics),Herogasm,link,814,The_Boys_(comics):Herogasm
List_of_men's_major_championships_winning_golfers,Gene_Sarazen,link,112,List_of_men's_major_championships_winning_golfers:Gene_Sarazen
Both_Sides_Now_(House),Chlorotoxin,link,12,Both_Sides_Now_(House):Chlorotoxin
other,Lesley_Blanch,external,19,other:Lesley_Blanch
other,Lesley_Blanch,external,157,other:Lesley_Blanch
other,Lesley_Blanch,external,262,other:Lesley_Blanch
other,Rika_Tachibana,external,30,other:Rika_Tachibana
other,Rika_Tachibana,external,241,other:Rika_Tachibana
other,Rika_Tachibana,external,327,other:Rika_Tachibana
other,Rika_Tachibana,external,681,other:Rika_Tachibana
other,Someday_(Glass_Tiger_song),external,57,other:Someday_(Glass_Tiger_song)
other,Someday_(Glass_Tiger_song),external,235,other:Someday_(Glass_Tiger_song)
2022_São_Tomé_and_Príncipe_coup_d'état_attempt,São_Tomé_and_Príncipe,link,258,2022_São_Tomé_and_Príncipe_coup_d'état_attempt:São_Tomé_and_Príncipe
List_of_battles_fought_in_Oklahoma,Battle_of_Little_Robe_Creek,link,24,List_of_battles_fought_in_Oklahoma:Battle_of_Little_Robe_Creek
Irish_Canadians,Irish_diaspora,link,17,Irish_Canadians:Irish_diaspora
Monotreme,Beta_defensin,link,18,Monotreme:Beta_defensin
List_of_compositions_by_Richard_Strauss,Don_Juan_(Strauss),link,11,List_of_compositions_by_Richard_Strauss:Don_Juan_(Strauss)
Western_Transdanubia,Győr,link,28,Western_Transdanubia:Győr
other,Château_de_Saumur,external,246,other:Château_de_Saumur
other,Château_de_Saumur,external,28,other:Château_de_Saumur
other,Château_de_Saumur,external,32,other:Château_de_Saumur
other,Château_de_Saumur,external,189,other:Château_de_Saumur
other,Reena_Kashyap,external,955,other:Reena_Kashyap
other,Reena_Kashyap,external,161,other:Reena_Kashyap
other,Laurinburg–Maxton_Army_Air_Base,external,48,other:Laurinburg–Maxton_Army_Air_Base
other,Laurinburg–Maxton_Army_Air_Base,external,18,other:Laurinburg–Maxton_Army_Air_Base
Out-of-place_artifact,Concretion,other,15,Out-of-place_artifact:Concretion
Music_award,Circle_Chart_Music_Awards,link,42,Music_award:Circle_Chart_Music_Awards
List_of_airlines_of_Tunisia,Tunisair,link,107,List_of_airlines_of_Tunisia:Tunisair
other,Hayim_Nahman_Bialik,external,1675,other:Hayim_Nahman_Bialik
other,Hayim_Nahman_Bialik,external,113,other:Hayim_Nahman_Bialik
other,Hayim_Nahman_Bialik,external,26,other:Hayim_Nahman_Bialik
other,Hayim_Nahman_Bialik,external,762,other:Hayim_Nahman_Bialik
other,Triphammer_Falls,external,16,other:Triphammer_Falls
other,Triphammer_Falls,external,13,other:Triphammer_Falls
Hornswoggle,Chavo_Guerrero_Jr.,link,31,Hornswoggle:Chavo_Guerrero_Jr.
Horseshoe_Bend_(Arizona),Glen_Canyon_Dam,link,40,Horseshoe_Bend_(Arizona):Glen_Canyon_Dam
Capture_of_Fez_(1576),Murad_III,link,14,Capture_of_Fez_(1576):Murad_III
other,Roberto_Challe,external,20,other:Roberto_Challe
other,Roberto_Challe,external,106,other:Roberto_Challe
other,Roberto_Challe,external,42,other:Roberto_Challe
other,List_of_Utah_musical_groups,external,274,other:List_of_Utah_musical_groups
other,List_of_Utah_musical_groups,external,15,other:List_of_Utah_musical_groups
2016_Great_Smoky_Mountains_wildfires,English_Mountain,link,12,2016_Great_Smoky_Mountains_wildfires:English_Mountain
other,List_of_development_aid_agencies,external,15,other:List_of_development_aid_agencies
other,List_of_development_aid_agencies,external,65,other:List_of_development_aid_agencies
other,List_of_development_aid_agencies,external,943,other:List_of_development_aid_agencies
other,List_of_development_aid_agencies,external,319,other:List_of_development_aid_agencies
1992_Seattle_Seahawks_season,Tom_Flores,link,38,1992_Seattle_Seahawks_season:Tom_Flores
Jinn,Religion_in_ancient_Rome,link,13,Jinn:Religion_in_ancient_Rome
Inzamam-ul-Haq,Multan_cricket_team,link,31,Inzamam-ul-Haq:Multan_cricket_team
other,Coacervate,external,81,other:Coacervate
other,Coacervate,external,1606,other:Coacervate
other,Coacervate,external,28,other:Coacervate
other,Coacervate,external,646,other:Coacervate
Units_of_energy,Particle_physics,link,26,Units_of_energy:Particle_physics
Peter_Renaday,Cam_Clarke,other,13,Peter_Renaday:Cam_Clarke
other,"Francisco_Portillo_(footballer,_born_1990)",external,32,"other:Francisco_Portillo_(footballer,_born_1990)"
other,"Francisco_Portillo_(footballer,_born_1990)",external,11,"other:Francisco_Portillo_(footballer,_born_1990)"
other,"Francisco_Portillo_(footballer,_born_1990)",external,51,"other:Francisco_Portillo_(footballer,_born_1990)"
Dirac_delta_function,Navier–Stokes_equations,link,70,Dirac_delta_function:Navier–Stokes_equations
Sarah_Kendall,Taskmaster_(TV_series),link,286,Sarah_Kendall:Taskmaster_(TV_series)
Holocaust_memorial_days,International_Holocaust_Remembrance_Day,link,67,Holocaust_memorial_days:International_Holocaust_Remembrance_Day
Fear_Factor:_Khatron_Ke_Khiladi_9,Ridhima_Pandit,link,147,Fear_Factor:_Khatron_Ke_Khiladi_9:Ridhima_Pandit
Portraits_by_Vincent_van_Gogh,L'Arlésienne_(painting),link,10,Portraits_by_Vincent_van_Gogh:L'Arlésienne_(painting)
Lidl,Kommanditgesellschaft,link,105,Lidl:Kommanditgesellschaft
"Jefferson_County,_Missouri",2012_Missouri_gubernatorial_election,link,12,"Jefferson_County,_Missouri:2012_Missouri_gubernatorial_election"
other,"Gary_Tan_(swimmer,_born_1982)",external,20,"other:Gary_Tan_(swimmer,_born_1982)"
other,"Gary_Tan_(swimmer,_born_1982)",external,38,"other:Gary_Tan_(swimmer,_born_1982)"
Molten_Sea,Midrash_Tadshe,link,11,Molten_Sea:Midrash_Tadshe
Yuzuru_Hanyu,"Étude_in_D-sharp_minor,_Op._8,_No._12_(Scriabin)",link,13,"Yuzuru_Hanyu:Étude_in_D-sharp_minor,_Op._8,_No._12_(Scriabin)"
Glasses,Horn-rimmed_glasses,link,291,Glasses:Horn-rimmed_glasses
other,Allari_Pilla,external,34,other:Allari_Pilla
other,Allari_Pilla,external,13,other:Allari_Pilla
other,Allari_Pilla,external,58,other:Allari_Pilla
Lake_Superior,Canadian_Shield,link,10,Lake_Superior:Canadian_Shield
Microsoft,List_of_mergers_and_acquisitions_by_Microsoft,link,712,Microsoft:List_of_mergers_and_acquisitions_by_Microsoft
other,Weinmannia_sylvicola,external,18,other:Weinmannia_sylvicola
other,Weinmannia_sylvicola,external,18,other:Weinmannia_sylvicola
Angel_Parker,The_Rookie_(TV_series),link,431,Angel_Parker:The_Rookie_(TV_series)
Shell_grotto,"Shell_Grotto,_Margate",link,58,"Shell_grotto:Shell_Grotto,_Margate"
50_Words_for_Snow,Before_the_Dawn_(Kate_Bush_album),link,747,50_Words_for_Snow:Before_the_Dawn_(Kate_Bush_album)
Lava_(color),Lava,link,12,Lava_(color):Lava
other,Johann_von_Pallavicini,external,24,other:Johann_von_Pallavicini
other,"Division_No._12,_Alberta",external,16,"other:Division_No._12,_Alberta"
other,"Division_No._12,_Alberta",external,15,"other:Division_No._12,_Alberta"
Uzi,Rhodesia,link,30,Uzi:Rhodesia
R504_Kolyma_Highway,Google_Maps,link,15,R504_Kolyma_Highway:Google_Maps
other,Ghazanchetsots_Cathedral,external,99,other:Ghazanchetsots_Cathedral
other,Ghazanchetsots_Cathedral,external,10,other:Ghazanchetsots_Cathedral
other,Ghazanchetsots_Cathedral,external,52,other:Ghazanchetsots_Cathedral
other,Ghazanchetsots_Cathedral,external,190,other:Ghazanchetsots_Cathedral
World_Congress_of_Rusyns,Paul_Robert_Magocsi,link,26,World_Congress_of_Rusyns:Paul_Robert_Magocsi
Tree_line,Northern_Quebec,link,51,Tree_line:Northern_Quebec
Patrick_J._Adams,Troian_Bellisario,link,22924,Patrick_J._Adams:Troian_Bellisario
List_of_films_set_in_Las_Vegas,Harley_Davidson_and_the_Marlboro_Man,link,16,List_of_films_set_in_Las_Vegas:Harley_Davidson_and_the_Marlboro_Man
"Midlothian,_Virginia",Virginia_State_Route_76,link,13,"Midlothian,_Virginia:Virginia_State_Route_76"
Aloe_polyphylla,Aloe_brevifolia,other,12,Aloe_polyphylla:Aloe_brevifolia
CSR_(group),Extended_play,link,19,CSR_(group):Extended_play
other,Daikatana,external,2949,other:Daikatana
other,Daikatana,external,1383,other:Daikatana
other,Daikatana,external,130,other:Daikatana
other,Daikatana,external,205,other:Daikatana
Celtic_F.C.,Stevie_Woods_(footballer),link,133,Celtic_F.C.:Stevie_Woods_(footballer)
List_of_capital_crimes_in_the_Torah,Christian_views_on_the_Old_Covenant,link,10,List_of_capital_crimes_in_the_Torah:Christian_views_on_the_Old_Covenant
10_Gigabit_Ethernet,Computer_network,link,26,10_Gigabit_Ethernet:Computer_network
other,Orthovoltage_X-rays,external,57,other:Orthovoltage_X-rays
other,Orthovoltage_X-rays,external,248,other:Orthovoltage_X-rays
South_China_Sea,Seamount,link,10,South_China_Sea:Seamount
Weekend_Update,Saturday_Night_Live_(season_47),link,40,Weekend_Update:Saturday_Night_Live_(season_47)
Barry_Diller,USA_Network,link,10,Barry_Diller:USA_Network
other,Framed_(video_game),external,369,other:Framed_(video_game)
other,Framed_(video_game),external,346,other:Framed_(video_game)
Football_in_Scotland,List_of_football_clubs_in_Scotland,link,118,Football_in_Scotland:List_of_football_clubs_in_Scotland
Warsaw_Shore,Floribama_Shore,link,20,Warsaw_Shore:Floribama_Shore
Jasmine_Delaney,List_of_Home_and_Away_characters_(2019),link,22,Jasmine_Delaney:List_of_Home_and_Away_characters_(2019)
The_Final_Storm_(film),Steve_Bacic,link,19,The_Final_Storm_(film):Steve_Bacic
Trial_of_Michael_Jackson,"Holmby_Hills,_Los_Angeles",link,29,"Trial_of_Michael_Jackson:Holmby_Hills,_Los_Angeles"
other,Dreamer_(Axwell_&_Ingrosso_song),external,43,other:Dreamer_(Axwell_&_Ingrosso_song)
other,Dreamer_(Axwell_&_Ingrosso_song),external,121,other:Dreamer_(Axwell_&_Ingrosso_song)
Hurricane_Allen,1935_Labor_Day_hurricane,link,28,Hurricane_Allen:1935_Labor_Day_hurricane
other,Silicon_Chip,external,32,other:Silicon_Chip
other,Silicon_Chip,external,102,other:Silicon_Chip
other,Silicon_Chip,external,77,other:Silicon_Chip
2010_Melon_Music_Awards,2009_Melon_Music_Awards,link,63,2010_Melon_Music_Awards:2009_Melon_Music_Awards
Greater_Anglia_(train_operating_company),British_Rail_Class_379,link,232,Greater_Anglia_(train_operating_company):British_Rail_Class_379
Alexandra_Botez,The_Streamer_Awards,link,235,Alexandra_Botez:The_Streamer_Awards
other,Marisa_Scheinfeld,external,12,other:Marisa_Scheinfeld
List_of_cities_in_South_Korea_by_population,Yangsan,link,41,List_of_cities_in_South_Korea_by_population:Yangsan
List_of_art_games,Deus_Ex_Machina_(video_game),link,23,List_of_art_games:Deus_Ex_Machina_(video_game)
Tayy,Main_Page,other,20,Tayy:Main_Page
other,Continuum_hypothesis,external,140,other:Continuum_hypothesis
other,Continuum_hypothesis,external,1553,other:Continuum_hypothesis
other,Continuum_hypothesis,external,249,other:Continuum_hypothesis
other,Continuum_hypothesis,external,4468,other:Continuum_hypothesis
Thatching,Main_Page,other,17,Thatching:Main_Page
Glass_(2019_film),Main_Page,other,119,Glass_(2019_film):Main_Page
Funny_or_Die,Main_Page,other,25,Funny_or_Die:Main_Page
Pretty_Boy_Floyd,"Kansas_City,_Missouri",link,12,"Pretty_Boy_Floyd:Kansas_City,_Missouri"
Discrimination,American_Psychological_Association,link,11,Discrimination:American_Psychological_Association
Luther_Bible,Johannes_Bugenhagen,link,21,Luther_Bible:Johannes_Bugenhagen
other,1925_Hama_uprising,external,26,other:1925_Hama_uprising
other,1925_Hama_uprising,external,20,other:1925_Hama_uprising
Ye_the_Great,Family_tree_of_Chinese_monarchs_(Warring_States_period),link,18,Ye_the_Great:Family_tree_of_Chinese_monarchs_(Warring_States_period)
Big_Game_(American_football),Stanford_Axe,link,157,Big_Game_(American_football):Stanford_Axe
Pygmy_sperm_whale,Physeteroidea,link,86,Pygmy_sperm_whale:Physeteroidea
other,Barry_Gill,external,27,other:Barry_Gill
other,Barry_Gill,external,10,other:Barry_Gill
1992–93_United_States_network_television_schedule,Blossom_(TV_series),link,11,1992–93_United_States_network_television_schedule:Blossom_(TV_series)
Cyclability,Utility_cycling,link,14,Cyclability:Utility_cycling
other,Adele_(given_name),external,23,other:Adele_(given_name)
other,Adele_(given_name),external,699,other:Adele_(given_name)
other,Adele_(given_name),external,197,other:Adele_(given_name)
Northrop_M2-F2,NASA_M2-F1,link,234,Northrop_M2-F2:NASA_M2-F1
Spider,Toxin,link,22,Spider:Toxin
other,St_Bees_Theological_College,external,15,other:St_Bees_Theological_College
Ming-Na_Wen,List_of_Stargate_Universe_characters,link,149,Ming-Na_Wen:List_of_Stargate_Universe_characters
Daily_Planet,Metropolis_(comics),link,85,Daily_Planet:Metropolis_(comics)
Telangana_Legislative_Council,B._Mohan_Reddy,link,14,Telangana_Legislative_Council:B._Mohan_Reddy
Kim_Ki-duk,Idiosyncrasy,link,129,Kim_Ki-duk:Idiosyncrasy
Al-Qaeda,Moroccan_Islamic_Combatant_Group,link,24,Al-Qaeda:Moroccan_Islamic_Combatant_Group
other,Intermolecular_metal-catalyzed_carbenoid_cyclopropanations,external,29,other:Intermolecular_metal-catalyzed_carbenoid_cyclopropanations
other,Acantholycosa_lignaria,external,30,other:Acantholycosa_lignaria
other,Acantholycosa_lignaria,external,129,other:Acantholycosa_lignaria
other,Acantholycosa_lignaria,external,10,other:Acantholycosa_lignaria
other,Peter_A._Carruthers,external,28,other:Peter_A._Carruthers
other,Peter_A._Carruthers,external,68,other:Peter_A._Carruthers
Sector_7_(film),Oh_Ji-ho,link,24,Sector_7_(film):Oh_Ji-ho
other,"Morris_Run,_Pennsylvania",external,21,"other:Morris_Run,_Pennsylvania"
1997,Creutzfeldt–Jakob_disease,link,12,1997:Creutzfeldt–Jakob_disease
Agnetha_Fältskogs_bästa,När_en_vacker_tanke_blir_en_sång,link,13,Agnetha_Fältskogs_bästa:När_en_vacker_tanke_blir_en_sång
.300_Weatherby_Magnum,Caliber,link,10,.300_Weatherby_Magnum:Caliber
History_of_the_United_States_Navy,USS_Puritan_(BM-1),link,25,History_of_the_United_States_Navy:USS_Puritan_(BM-1)
List_of_tallest_freestanding_structures,Abraj_al-Bayt,link,656,List_of_tallest_freestanding_structures:Abraj_al-Bayt
Stargaze,Amateur_astronomy,link,36,Stargaze:Amateur_astronomy
Colorado's_7th_congressional_district,Ed_Perlmutter,link,122,Colorado's_7th_congressional_district:Ed_Perlmutter
Nazi_eugenics,Life_unworthy_of_life,link,227,Nazi_eugenics:Life_unworthy_of_life
Robert_Yeoman,Burn_After_Reading,link,10,Robert_Yeoman:Burn_After_Reading
